content,score,at,userName,sentiment,text_clean,text_StopWord,text_stemmed
"Cukup akurat.. Tapi tolong untuk cuaca di bagusin interfacenya.. Dlm bentuk tabel ke bawah aja lbh bgs,dan di beri tanggal nya jg.. Cape saya scroll2 nya untuk liat cuaca ampe 1-2 minggu ke dpn..semoga di respon dan di perbaiki.. Terima kasih",5,2024-10-28 08:29:53,Pengguna Google,Positif,cukup akurat tapi tolong untuk cuaca di bagusin interfacenya dlm bentuk tabel ke bawah aja lbh bgsdan di beri tanggal nya jg cape saya scroll nya untuk liat cuaca ampe  minggu ke dpnsemoga di respon dan di perbaiki terima kasih,akurat tolong cuaca bagusin interfacenya dlm bentuk tabel aja lbh bgsdan tanggal nya jg cape scroll nya liat cuaca ampe minggu dpnsemoga respon perbaiki terima kasih,akurat tolong cuaca bagusin interfacenya dlm bentuk tabel aja lbh bgsdan tanggal nya jg cape scroll nya liat cuaca amp minggu dpnsemoga respon perbaiki terima kasih
Keren banget,5,2024-10-27 10:49:07,Pengguna Google,Positif,keren banget,keren banget,keren banget
Semangat terus BMKG dalam mengembangkan aplikasi nya. Satu-satunya aplikasi pemerintah yang saya sukai,5,2024-10-26 06:02:05,Pengguna Google,Positif,semangat terus bmkg dalam mengembangkan aplikasi nya satusatunya aplikasi pemerintah yang saya sukai,semangat bmkg mengembangkan aplikasi nya satusatunya aplikasi pemerintah sukai,semangat bmkg mengembangkan aplikasi nya satusatunya aplikasi pemerintah sukai
"Overall aplikasinya sudah bagus, tetapi tolong dong min untuk notifikasi gempa di munculkan saat gempa yang letak lokasinya dekat dengan lokasi user jangan munculkan setiap ada gempa yang jarak lokasinya jauh dari user. rada risih soalnya",2,2024-10-24 17:34:40,Pengguna Google,Negatif,overall aplikasinya sudah bagus tetapi tolong dong min untuk notifikasi gempa di munculkan saat gempa yang letak lokasinya dekat dengan lokasi user jangan munculkan setiap ada gempa yang jarak lokasinya jauh dari user rada risih soalnya,overall aplikasinya bagus tolong min notifikasi gempa munculkan gempa letak lokasinya lokasi user munculkan gempa jarak lokasinya user rada risih,overal aplikasinya bagu tolong min notifikasi gempa munculkan gempa letak lokasinya lokasi user munculkan gempa jarak lokasinya user rada risih
"Sangat membantu, saat ada gempa jadi tau dimana lokasi nya",5,2024-10-24 00:29:11,Pengguna Google,Positif,sangat membantu saat ada gempa jadi tau dimana lokasi nya,membantu gempa tau dimana lokasi nya,membantu gempa tau dimana lokasi nya
Just helpful,5,2024-10-23 21:24:40,Pengguna Google,Positif,just helpful,just helpful,just help
Crash mulu appnya setidaknya ga terlalu up to date alrmnya aplikasinya yg bagus,1,2024-10-23 05:22:28,Pengguna Google,Negatif,crash mulu appnya setidaknya ga terlalu up to date alrmnya aplikasinya yg bagus,crash mulu appnya ga up to date alrmnya aplikasinya yg bagus,crash mulu appnya ga up to date alrmnya aplikasinya yg bagu
Prediksi cuaca tidak akurat..,1,2024-10-22 13:53:42,Pengguna Google,Negatif,prediksi cuaca tidak akurat,prediksi cuaca akurat,prediksi cuaca akurat
Pengiriman Informasi gempa terlalu lambat,3,2024-10-21 10:21:11,Pengguna Google,Netral,pengiriman informasi gempa terlalu lambat,pengiriman informasi gempa lambat,pengiriman informasi gempa lambat
Bagus aku suka,5,2024-10-21 09:31:09,Pengguna Google,Positif,bagus aku suka,bagus suka,bagu suka
Mantap,5,2024-10-20 09:41:14,Pengguna Google,Positif,mantap,mantap,mantap
"S A R A N : TAMBAHKAN FENOMENA ALAM YANG AKAN TERJADI DI INDOESIA , MISALNYA KOMET , METEOR , GERHANA BULAN , GERHANA MATAHARI , DLL.. DI INFOKAN 1 ATAU 2 MINGGU SEBELUM HARI H . AGAR BANYAK PENIKMAT FENOMENA ALAM DI INDONESIA ..",5,2024-10-20 00:25:36,Pengguna Google,Positif,s a r a n  tambahkan fenomena alam yang akan terjadi di indoesia  misalnya komet  meteor  gerhana bulan  gerhana matahari  dll di infokan  atau  minggu sebelum hari h  agar banyak penikmat fenomena alam di indonesia ,s a r a n tambahkan fenomena alam indoesia komet meteor gerhana gerhana matahari dll infokan minggu h penikmat fenomena alam indonesia,s a r a n tambahkan fenomena alam indoesia komet meteor gerhana gerhana matahari dll infokan minggu h penikmat fenomena alam indonesia
tolong buatin widget sekalian min,5,2024-10-19 16:27:43,Pengguna Google,Positif,tolong buatin widget sekalian min,tolong buatin widget min,tolong buatin widget min
Masih blm ada perbaikan. Ada notif gempa waktu di klik gak kebuka di aplikasinya. Setelah update juga gak ada perubahan.,4,2024-10-19 00:32:26,Pengguna Google,Positif,masih blm ada perbaikan ada notif gempa waktu di klik gak kebuka di aplikasinya setelah update juga gak ada perubahan,blm perbaikan notif gempa klik gak kebuka aplikasinya update gak perubahan,blm perbaikan notif gempa klik gak kebuka aplikasinya updat gak perubahan
kesini karena rekomendasi mimin shina,5,2024-10-18 09:26:45,Pengguna Google,Positif,kesini karena rekomendasi mimin shina,kesini rekomendasi mimin shina,kesini rekomendasi mimin shina
Mohon tambahin fitur widget biar masyarakat tau posisi cuaca lokasi sekitar...,4,2024-10-16 03:44:42,Pengguna Google,Positif,mohon tambahin fitur widget biar masyarakat tau posisi cuaca lokasi sekitar,mohon tambahin fitur widget biar masyarakat tau posisi cuaca lokasi,mohon tambahin fitur widget biar masyarakat tau posisi cuaca lokasi
👍💯,5,2024-10-15 08:00:06,Pengguna Google,Positif,,,
Sudah oke,5,2024-10-14 10:27:03,Pengguna Google,Positif,sudah oke,oke,oke
Bnkg emang sanggat bagus sekali,5,2024-10-14 08:20:54,Pengguna Google,Positif,bnkg emang sanggat bagus sekali,bnkg emang sanggat bagus,bnkg emang sanggat bagu
Tampilan di tablet untuk kotak cuaca per jam suka terpotong.,4,2024-10-13 01:06:55,Pengguna Google,Positif,tampilan di tablet untuk kotak cuaca per jam suka terpotong,tampilan tablet kotak cuaca jam suka terpotong,tampilan tablet kotak cuaca jam suka terpotong
Ok!!,5,2024-10-12 10:04:29,Pengguna Google,Positif,ok,ok,ok
ok,5,2024-10-10 14:35:00,Pengguna Google,Positif,ok,ok,ok
Sangat bermanfaat,5,2024-10-10 10:19:19,Pengguna Google,Positif,sangat bermanfaat,bermanfaat,bermanfaat
"Pendeteksi Gempa Bumi Dan Peringatan Tsunami, Peringatan Gunung Meletus, Informasi Cuaca Akurat,serta Perubahan Yang terbaik untuk latar belakang tersebut..",4,2024-10-09 23:41:47,Pengguna Google,Positif,pendeteksi gempa bumi dan peringatan tsunami peringatan gunung meletus informasi cuaca akuratserta perubahan yang terbaik untuk latar belakang tersebut,pendeteksi gempa bumi peringatan tsunami peringatan gunung meletus informasi cuaca akuratserta perubahan terbaik latar,pendeteksi gempa bumi peringatan tsunami peringatan gunung meletu informasi cuaca akuratserta perubahan terbaik latar
"Gak guna sih ini, bagus punya google",1,2024-10-09 22:45:44,Pengguna Google,Negatif,gak guna sih ini bagus punya google,gak sih bagus google,gak sih bagu googl
"bagus, mengtahui sangat berfungsi dengan baik",4,2024-10-09 12:18:21,Pengguna Google,Positif,bagus mengtahui sangat berfungsi dengan baik,bagus mengtahui berfungsi,bagu mengtahui berfungsi
Bagus dan akurat,5,2024-10-09 11:50:14,Pengguna Google,Positif,bagus dan akurat,bagus akurat,bagu akurat
Aplikasinya sangat membantu,5,2024-10-09 10:54:08,Pengguna Google,Positif,aplikasinya sangat membantu,aplikasinya membantu,aplikasinya membantu
Tingkatkan akurasi dan sensitifitasnya,4,2024-10-09 03:45:00,Pengguna Google,Positif,tingkatkan akurasi dan sensitifitasnya,tingkatkan akurasi sensitifitasnya,tingkatkan akurasi sensitifitasnya
Sayang aplikasinya telat update.kalo ada gempa,1,2024-10-08 14:20:52,Pengguna Google,Negatif,sayang aplikasinya telat updatekalo ada gempa,sayang aplikasinya telat updatekalo gempa,sayang aplikasinya telat updatekalo gempa
mantap,5,2024-10-08 13:40:15,Pengguna Google,Positif,mantap,mantap,mantap
mantab 👍😁,5,2024-10-07 11:12:35,Pengguna Google,Positif,mantab ,mantab,mantab
sangat kurang akurat,2,2024-10-07 04:44:27,Pengguna Google,Negatif,sangat kurang akurat,akurat,akurat
Terima kasih.Sangat membantu masyarakat,5,2024-10-06 00:25:26,Pengguna Google,Positif,terima kasihsangat membantu masyarakat,terima kasihsangat membantu masyarakat,terima kasihsangat membantu masyarakat
bagus lengkap akurat 👍👍👍,5,2024-10-05 22:25:38,Pengguna Google,Positif,bagus lengkap akurat ,bagus lengkap akurat,bagu lengkap akurat
nice,5,2024-10-05 21:48:27,Pengguna Google,Positif,nice,nice,nice
Untuk melihat jam pasang atau surutnya air laut saya masih belum menemukannya.,4,2024-10-05 06:57:39,Pengguna Google,Positif,untuk melihat jam pasang atau surutnya air laut saya masih belum menemukannya,jam pasang surutnya air laut menemukannya,jam pasang surutnya air laut menemukannya
Perkiraan cuacanya ngawur banget. SDM dan teknologinya katrok.,1,2024-10-04 20:04:35,Pengguna Google,Negatif,perkiraan cuacanya ngawur banget sdm dan teknologinya katrok,perkiraan cuacanya ngawur banget sdm teknologinya katrok,perkiraan cuacanya ngawur banget sdm teknologinya katrok
sangat cocok,4,2024-10-04 15:39:38,Pengguna Google,Positif,sangat cocok,cocok,cocok
Good,5,2024-10-04 12:26:11,Pengguna Google,Positif,good,good,good
"kak aplikasi punya saya kepencet bahasa inggris, mau di kembalikan bahasa Indonesia tidak bisa, mohon petunjuk nya biar bisa bahasa Indonesia lagi. nanti kalau sudah bisa bahasa Indonesia saya ganti rating, terimakasih.",3,2024-10-04 04:46:31,Pengguna Google,Netral,kak aplikasi punya saya kepencet bahasa inggris mau di kembalikan bahasa indonesia tidak bisa mohon petunjuk nya biar bisa bahasa indonesia lagi nanti kalau sudah bisa bahasa indonesia saya ganti rating terimakasih,kak aplikasi kepencet bahasa inggris kembalikan bahasa indonesia mohon petunjuk nya biar bahasa indonesia bahasa indonesia ganti rating terimakasih,kak aplikasi kepencet bahasa inggri kembalikan bahasa indonesia mohon petunjuk nya biar bahasa indonesia bahasa indonesia ganti rate terimakasih
Kenapa info kualitas udara di wilayah NTT tida yah?.,3,2024-10-02 08:04:28,Pengguna Google,Netral,kenapa info kualitas udara di wilayah ntt tida yah,info kualitas udara wilayah ntt tida yah,info kualita udara wilayah ntt tida yah
Sangat membantu informasi,4,2024-10-02 03:05:04,Pengguna Google,Positif,sangat membantu informasi,membantu informasi,membantu informasi
bagusb,5,2024-10-01 14:32:50,Pengguna Google,Positif,bagusb,bagusb,bagusb
Terimakasih BMKG apk ini sangat membantu🙏🙏,5,2024-10-01 10:52:01,Pengguna Google,Positif,terimakasih bmkg apk ini sangat membantu,terimakasih bmkg apk membantu,terimakasih bmkg apk membantu
Oya sebelum nya saya nyuwun ngampunten geh mas saya belum dapat bantuan dari bansos atas nama pak budi prasetyo di jragung jogotirto berbah sleman rt 05 rw 02 kelurahan jogotirto berbah sleman kecamatan nya berbah sleman yogyakarta mas Terima kasih mas,5,2024-10-01 03:15:40,Pengguna Google,Positif,oya sebelum nya saya nyuwun ngampunten geh mas saya belum dapat bantuan dari bansos atas nama pak budi prasetyo di jragung jogotirto berbah sleman rt  rw  kelurahan jogotirto berbah sleman kecamatan nya berbah sleman yogyakarta mas terima kasih mas,oya nya nyuwun ngampunten geh mas bantuan bansos nama budi prasetyo jragung jogotirto berbah sleman rt rw kelurahan jogotirto berbah sleman kecamatan nya berbah sleman yogyakarta mas terima kasih mas,oya nya nyuwun ngampunten geh ma bantuan banso nama budi prasetyo jragung jogotirto berbah sleman rt rw kelurahan jogotirto berbah sleman kecamatan nya berbah sleman yogyakarta ma terima kasih ma
membantu banget buat saya yang mau mantau daerah gunung yang mau saya daki,5,2024-09-30 05:17:05,Pengguna Google,Positif,membantu banget buat saya yang mau mantau daerah gunung yang mau saya daki,membantu banget mantau daerah gunung daki,membantu banget mantau daerah gunung daki
Sering tepat prakiraan cuaca.,5,2024-09-29 18:49:32,Pengguna Google,Positif,sering tepat prakiraan cuaca,prakiraan cuaca,prakiraan cuaca
Sangat akurat dan membantu,5,2024-09-28 07:24:05,Pengguna Google,Positif,sangat akurat dan membantu,akurat membantu,akurat membantu
"notifikasinya gk akurat gempa udah selesai, ini notfikasi peringatan gempa baru datang. Hadeh 😒",1,2024-09-26 08:19:50,Pengguna Google,Negatif,notifikasinya gk akurat gempa udah selesai ini notfikasi peringatan gempa baru datang hadeh ,notifikasinya gk akurat gempa udah selesai notfikasi peringatan gempa hadeh,notifikasinya gk akurat gempa udah selesai notfikasi peringatan gempa hadeh
Sangat membantu,5,2024-09-26 04:50:07,Pengguna Google,Positif,sangat membantu,membantu,membantu
"Kenapa notifikasi gempa bumi tidak aktif lagi saat ini...saya download aplikasi ini buat itu...agar saya merasa tenang, karena saya punya keluarga di daerah rawan gempa/tsunami (Padang)...",4,2024-09-26 04:20:01,Pengguna Google,Positif,kenapa notifikasi gempa bumi tidak aktif lagi saat inisaya download aplikasi ini buat ituagar saya merasa tenang karena saya punya keluarga di daerah rawan gempatsunami padang,notifikasi gempa bumi aktif inisaya download aplikasi ituagar tenang keluarga daerah rawan gempatsunami padang,notifikasi gempa bumi aktif inisaya download aplikasi ituagar tenang keluarga daerah rawan gempatsunami padang
Menu Radar di apl nya gak bisa kebuka 😐😓,3,2024-09-25 18:45:57,Pengguna Google,Netral,menu radar di apl nya gak bisa kebuka ,menu radar apl nya gak kebuka,menu radar apl nya gak kebuka
Saya langsung kasih 5 walaupun mau coba...,5,2024-09-25 13:49:54,Pengguna Google,Positif,saya langsung kasih  walaupun mau coba,langsung kasih coba,langsung kasih coba
intinya berguna,5,2024-09-25 09:19:23,Pengguna Google,Positif,intinya berguna,intinya berguna,intinya berguna
"Tolong tambahkan banyak kota dibagian kualitas udara, karena bagian itu masih sedikit, atau tidak ada pilihan wilayah pengguna. Dan juga tambah fitur zoom gambar dibagian peringatan cuaca. Terima kasih.",1,2024-09-25 07:01:35,Pengguna Google,Negatif,tolong tambahkan banyak kota dibagian kualitas udara karena bagian itu masih sedikit atau tidak ada pilihan wilayah pengguna dan juga tambah fitur zoom gambar dibagian peringatan cuaca terima kasih,tolong tambahkan kota dibagian kualitas udara pilihan wilayah pengguna fitur zoom gambar dibagian peringatan cuaca terima kasih,tolong tambahkan kota dibagian kualita udara pilihan wilayah pengguna fitur zoom gambar dibagian peringatan cuaca terima kasih
"Aplikasinya mengalami peningkatan pesat, baik dari tampilan maupun fiturnya",5,2024-09-25 06:45:57,Pengguna Google,Positif,aplikasinya mengalami peningkatan pesat baik dari tampilan maupun fiturnya,aplikasinya mengalami peningkatan pesat tampilan fiturnya,aplikasinya mengalami peningkatan pesat tampilan fiturnya
Baru coba,5,2024-09-25 02:09:46,Pengguna Google,Positif,baru coba,coba,coba
Good,5,2024-09-24 11:57:46,Pengguna Google,Positif,good,good,good
"Ngasih info selalu telat, baru kejadian dikasih tau, seharusnya sebelum kejadian kasih tau.. contoh saat hujan",2,2024-09-24 10:54:45,Pengguna Google,Negatif,ngasih info selalu telat baru kejadian dikasih tau seharusnya sebelum kejadian kasih tau contoh saat hujan,ngasih info telat kejadian dikasih tau kejadian kasih tau contoh hujan,ngasih info telat kejadian dikasih tau kejadian kasih tau contoh hujan
"Notif tdk akurat..cuaca oanas,masa notifnya badai akan dtg lalu hujan..nah panas sekali dimakassar,rusak kali alat kalian",4,2024-09-24 04:54:48,Pengguna Google,Positif,notif tdk akuratcuaca oanasmasa notifnya badai akan dtg lalu hujannah panas sekali dimakassarrusak kali alat kalian,notif tdk akuratcuaca oanasmasa notifnya badai dtg hujannah panas dimakassarrusak kali alat,notif tdk akuratcuaca oanasmasa notifnya badai dtg hujannah pana dimakassarrusak kali alat
"Aplikasinya bagus, lebih bagus lagi di kasih peringatan dini seperti di jepang",5,2024-09-24 03:44:37,Pengguna Google,Positif,aplikasinya bagus lebih bagus lagi di kasih peringatan dini seperti di jepang,aplikasinya bagus bagus kasih peringatan jepang,aplikasinya bagu bagu kasih peringatan jepang
Terbaik,5,2024-09-24 03:24:55,Pengguna Google,Positif,terbaik,terbaik,terbaik
"Aplikasi ini perfect, dengan fitur yg mudah dipahami dan memberikan informasi yg kompleks. Perkembangan yg keren dari versi sebelumnya",5,2024-09-24 01:18:37,Pengguna Google,Positif,aplikasi ini perfect dengan fitur yg mudah dipahami dan memberikan informasi yg kompleks perkembangan yg keren dari versi sebelumnya,aplikasi perfect fitur yg mudah dipahami informasi yg kompleks perkembangan yg keren versi,aplikasi perfect fitur yg mudah dipahami informasi yg komplek perkembangan yg keren versi
Sangat mendukung,5,2024-09-24 00:17:52,Pengguna Google,Positif,sangat mendukung,mendukung,mendukung
"diprediksi hujan berpetir, hujan nggak ada petir nggak ada ... prediksi cerah berawan malahan turun hujan",1,2024-09-23 13:16:46,Pengguna Google,Negatif,diprediksi hujan berpetir hujan nggak ada petir nggak ada  prediksi cerah berawan malahan turun hujan,diprediksi hujan berpetir hujan nggak petir nggak prediksi cerah berawan turun hujan,diprediksi hujan berpetir hujan nggak petir nggak prediksi cerah berawan turun hujan
Sangat membantu,5,2024-09-23 12:37:52,Pengguna Google,Positif,sangat membantu,membantu,membantu
Masih mencoba. Smoga bagus.,4,2024-09-23 11:31:48,Pengguna Google,Positif,masih mencoba smoga bagus,mencoba smoga bagus,mencoba smoga bagu
"Bagus Tapi kalau ada gempa 3 SR, 4 SR kok nggak muncul di notif ya. Kenapa ya",4,2024-09-22 13:30:15,Pengguna Google,Positif,bagus tapi kalau ada gempa  sr  sr kok nggak muncul di notif ya kenapa ya,bagus gempa sr sr nggak muncul notif ya ya,bagu gempa sr sr nggak muncul notif ya ya
Baru coba,5,2024-09-22 05:42:40,Pengguna Google,Positif,baru coba,coba,coba
Bmkg knp ya sekarang kalau ada gempa tidak ada pmberitahuan nya,3,2024-09-21 14:01:55,Pengguna Google,Netral,bmkg knp ya sekarang kalau ada gempa tidak ada pmberitahuan nya,bmkg knp ya gempa pmberitahuan nya,bmkg knp ya gempa pmberitahuan nya
mantap untuk informasi cuaca,4,2024-09-21 13:05:19,Pengguna Google,Positif,mantap untuk informasi cuaca,mantap informasi cuaca,mantap informasi cuaca
Aplikasi setelah bencana kalau ini bukan aplikasi sebelum bencana.. 1 menit setelah gempa aja ga ada notif dimana letak gempa belum Ter update...,1,2024-09-21 05:28:04,Pengguna Google,Negatif,aplikasi setelah bencana kalau ini bukan aplikasi sebelum bencana  menit setelah gempa aja ga ada notif dimana letak gempa belum ter update,aplikasi bencana aplikasi bencana menit gempa aja ga notif dimana letak gempa ter update,aplikasi bencana aplikasi bencana menit gempa aja ga notif dimana letak gempa ter updat
luar biasa,5,2024-09-20 23:48:17,Pengguna Google,Positif,luar biasa,,
Payah ada gempa tapi ga ada notif nya.,1,2024-09-20 23:39:04,Pengguna Google,Negatif,payah ada gempa tapi ga ada notif nya,payah gempa ga notif nya,payah gempa ga notif nya
Update informasi tentang gempa terkini sangat amat lama. Bahkan tadi sudah 10 menit belum ada informasi tentang gempa yang baru saja terjadi.,1,2024-09-20 23:39:02,Pengguna Google,Negatif,update informasi tentang gempa terkini sangat amat lama bahkan tadi sudah  menit belum ada informasi tentang gempa yang baru saja terjadi,update informasi gempa terkini menit informasi gempa,updat informasi gempa terkini menit informasi gempa
